,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
244674,GBR,Europe,United Kingdom,2020-01-30,,,,1.0,1.0,,,,,0.015,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244675,GBR,Europe,United Kingdom,2020-01-31,2.0,2.0,,1.0,0.0,,0.03,0.03,,0.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244676,GBR,Europe,United Kingdom,2020-02-01,2.0,0.0,,1.0,0.0,,0.03,0.0,,0.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244677,GBR,Europe,United Kingdom,2020-02-02,2.0,0.0,,2.0,1.0,,0.03,0.0,,0.03,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-1956.3,-2.68,-5.6,-29.172613
244678,GBR,Europe,United Kingdom,2020-02-03,8.0,6.0,,2.0,0.0,,0.119,0.089,,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244679,GBR,Europe,United Kingdom,2020-02-04,8.0,0.0,,2.0,0.0,0.286,0.119,0.0,,0.03,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244680,GBR,Europe,United Kingdom,2020-02-05,9.0,1.0,1.286,2.0,0.0,0.286,0.133,0.015,0.019,0.03,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244681,GBR,Europe,United Kingdom,2020-02-06,9.0,0.0,1.286,2.0,0.0,0.143,0.133,0.0,0.019,0.03,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244682,GBR,Europe,United Kingdom,2020-02-07,9.0,0.0,1.0,2.0,0.0,0.143,0.133,0.0,0.015,0.03,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244683,GBR,Europe,United Kingdom,2020-02-08,13.0,4.0,1.571,2.0,0.0,0.143,0.193,0.059,0.023,0.03,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244684,GBR,Europe,United Kingdom,2020-02-09,14.0,1.0,1.714,2.0,0.0,0.0,0.207,0.015,0.025,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-2995.2002,-3.46,-7.66,-44.664833
244685,GBR,Europe,United Kingdom,2020-02-10,14.0,0.0,0.857,2.0,0.0,0.0,0.207,0.0,0.013,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244686,GBR,Europe,United Kingdom,2020-02-11,15.0,1.0,1.0,2.0,0.0,0.0,0.222,0.015,0.015,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244687,GBR,Europe,United Kingdom,2020-02-12,16.0,1.0,1.0,2.0,0.0,0.0,0.237,0.015,0.015,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244688,GBR,Europe,United Kingdom,2020-02-13,17.0,1.0,1.143,2.0,0.0,0.0,0.252,0.015,0.017,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244689,GBR,Europe,United Kingdom,2020-02-14,18.0,1.0,1.286,2.0,0.0,0.0,0.267,0.015,0.019,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244690,GBR,Europe,United Kingdom,2020-02-15,18.0,0.0,0.714,2.0,0.0,0.0,0.267,0.0,0.011,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244691,GBR,Europe,United Kingdom,2020-02-16,18.0,0.0,0.571,2.0,0.0,0.0,0.267,0.0,0.008,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-3845.7002,-3.85,-6.41,-57.347607
244692,GBR,Europe,United Kingdom,2020-02-17,19.0,1.0,0.714,2.0,0.0,0.0,0.281,0.015,0.011,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244693,GBR,Europe,United Kingdom,2020-02-18,19.0,0.0,0.571,2.0,0.0,0.0,0.281,0.0,0.008,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244694,GBR,Europe,United Kingdom,2020-02-19,20.0,1.0,0.571,2.0,0.0,0.0,0.296,0.015,0.008,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244695,GBR,Europe,United Kingdom,2020-02-20,22.0,2.0,0.714,2.0,0.0,0.0,0.326,0.03,0.011,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244696,GBR,Europe,United Kingdom,2020-02-21,23.0,1.0,0.714,2.0,0.0,0.0,0.341,0.015,0.011,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244697,GBR,Europe,United Kingdom,2020-02-22,23.0,0.0,0.714,3.0,1.0,0.143,0.341,0.0,0.011,0.044,0.015,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244698,GBR,Europe,United Kingdom,2020-02-23,28.0,5.0,1.429,3.0,0.0,0.143,0.415,0.074,0.021,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-4760.6,-4.21,-6.92,-70.990715
244699,GBR,Europe,United Kingdom,2020-02-24,30.0,2.0,1.571,3.0,0.0,0.143,0.444,0.03,0.023,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244700,GBR,Europe,United Kingdom,2020-02-25,34.0,4.0,2.143,3.0,0.0,0.143,0.504,0.059,0.032,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244701,GBR,Europe,United Kingdom,2020-02-26,37.0,3.0,2.429,3.0,0.0,0.143,0.548,0.044,0.036,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244702,GBR,Europe,United Kingdom,2020-02-27,44.0,7.0,3.143,3.0,0.0,0.143,0.652,0.104,0.047,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244703,GBR,Europe,United Kingdom,2020-02-28,56.0,12.0,4.714,3.0,0.0,0.143,0.83,0.178,0.07,0.044,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244704,GBR,Europe,United Kingdom,2020-02-29,61.0,5.0,5.429,3.0,0.0,0.0,0.904,0.074,0.08,0.044,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244705,GBR,Europe,United Kingdom,2020-03-01,94.0,33.0,9.429,3.0,0.0,0.0,1.392,0.489,0.14,0.044,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-5170.9,-4.11,-3.22,-77.10916
244706,GBR,Europe,United Kingdom,2020-03-02,134.0,40.0,14.857,4.0,1.0,0.143,1.985,0.593,0.22,0.059,0.015,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244707,GBR,Europe,United Kingdom,2020-03-03,189.0,55.0,22.143,4.0,0.0,0.143,2.8,0.815,0.328,0.059,0.0,0.002,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244708,GBR,Europe,United Kingdom,2020-03-04,245.0,56.0,29.714,5.0,1.0,0.286,3.629,0.83,0.44,0.074,0.015,0.004,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244709,GBR,Europe,United Kingdom,2020-03-05,294.0,49.0,35.714,7.0,2.0,0.571,4.355,0.726,0.529,0.104,0.03,0.008,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244710,GBR,Europe,United Kingdom,2020-03-06,373.0,79.0,45.286,9.0,2.0,0.857,5.525,1.17,0.671,0.133,0.03,0.013,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244711,GBR,Europe,United Kingdom,2020-03-07,428.0,55.0,52.429,9.0,0.0,0.857,6.34,0.815,0.777,0.133,0.0,0.013,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244712,GBR,Europe,United Kingdom,2020-03-08,482.0,54.0,55.429,11.0,2.0,1.143,7.14,0.8,0.821,0.163,0.03,0.017,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-5888.1997,-4.24,-5.46,-87.80564
244713,GBR,Europe,United Kingdom,2020-03-09,629.0,147.0,70.714,16.0,5.0,1.714,9.317,2.177,1.047,0.237,0.074,0.025,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244714,GBR,Europe,United Kingdom,2020-03-10,887.0,258.0,99.714,19.0,3.0,2.143,13.139,3.822,1.477,0.281,0.044,0.032,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244715,GBR,Europe,United Kingdom,2020-03-11,1298.0,411.0,150.429,26.0,7.0,3.0,19.227,6.088,2.228,0.385,0.104,0.044,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244716,GBR,Europe,United Kingdom,2020-03-12,1787.0,489.0,213.286,39.0,13.0,4.571,26.471,7.243,3.159,0.578,0.193,0.068,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244717,GBR,Europe,United Kingdom,2020-03-13,2266.0,479.0,270.429,55.0,16.0,6.571,33.566,7.095,4.006,0.815,0.237,0.097,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244718,GBR,Europe,United Kingdom,2020-03-14,2630.0,364.0,314.571,76.0,21.0,9.571,38.958,5.392,4.66,1.126,0.311,0.142,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244719,GBR,Europe,United Kingdom,2020-03-15,3072.0,442.0,370.0,107.0,31.0,13.714,45.505,6.547,5.481,1.585,0.459,0.203,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-6099.4995,-4.02,-1.66,-90.956566
244720,GBR,Europe,United Kingdom,2020-03-16,3684.0,612.0,436.429,158.0,51.0,20.286,54.571,9.065,6.465,2.34,0.755,0.3,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244721,GBR,Europe,United Kingdom,2020-03-17,4452.0,768.0,509.286,216.0,58.0,28.143,65.947,11.376,7.544,3.2,0.859,0.417,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244722,GBR,Europe,United Kingdom,2020-03-18,5451.0,999.0,593.286,289.0,73.0,37.571,80.745,14.798,8.788,4.281,1.081,0.557,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244723,GBR,Europe,United Kingdom,2020-03-19,6506.0,1055.0,674.143,368.0,79.0,47.0,96.372,15.628,9.986,5.451,1.17,0.696,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244724,GBR,Europe,United Kingdom,2020-03-20,7760.0,1254.0,784.857,486.0,118.0,61.571,114.948,18.575,11.626,7.199,1.748,0.912,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244725,GBR,Europe,United Kingdom,2020-03-21,8957.0,1197.0,903.857,630.0,144.0,79.143,132.679,17.731,13.389,9.332,2.133,1.172,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244726,GBR,Europe,United Kingdom,2020-03-22,10333.0,1376.0,1037.286,813.0,183.0,100.857,153.061,20.382,15.365,12.043,2.711,1.494,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.04,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-6055.9995,-3.7,0.36,-90.30789
244727,GBR,Europe,United Kingdom,2020-03-23,12668.0,2335.0,1283.429,1021.0,208.0,123.286,187.649,34.588,19.011,15.124,3.081,1.826,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.24,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244728,GBR,Europe,United Kingdom,2020-03-24,15039.0,2371.0,1512.429,1284.0,263.0,152.571,222.771,35.121,22.403,19.02,3.896,2.26,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244729,GBR,Europe,United Kingdom,2020-03-25,17732.0,2693.0,1754.429,1621.0,337.0,190.286,262.662,39.891,25.988,24.012,4.992,2.819,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244730,GBR,Europe,United Kingdom,2020-03-26,20816.0,3084.0,2044.286,2034.0,413.0,238.0,308.344,45.683,30.282,30.129,6.118,3.525,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244731,GBR,Europe,United Kingdom,2020-03-27,24017.0,3201.0,2322.429,2497.0,463.0,287.286,355.76,47.416,34.402,36.988,6.858,4.256,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244732,GBR,Europe,United Kingdom,2020-03-28,26839.0,2822.0,2554.571,3013.0,516.0,340.429,397.562,41.802,37.84,44.631,7.643,5.043,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244733,GBR,Europe,United Kingdom,2020-03-29,29696.0,2857.0,2766.143,3599.0,586.0,398.0,439.883,42.32,40.974,53.311,8.68,5.896,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,-5161.2993,-2.94,7.7,-76.966
244734,GBR,Europe,United Kingdom,2020-03-30,33969.0,4273.0,3043.0,4310.0,711.0,469.857,503.178,63.295,45.076,63.843,10.532,6.96,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244735,GBR,Europe,United Kingdom,2020-03-31,38484.0,4515.0,3349.286,5141.0,831.0,551.0,570.058,66.88,49.612,76.153,12.309,8.162,1.69,,,,,,,,,155174.0,,2.306,,,,,,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244736,GBR,Europe,United Kingdom,2020-04-01,43398.0,4914.0,3666.571,6065.0,924.0,634.857,642.848,72.79,54.312,89.84,13.687,9.404,1.64,,,13637.0,202.003,,,,,167098.0,11924.0,2.484,0.177,,,,,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244737,GBR,Europe,United Kingdom,2020-04-02,48263.0,4865.0,3921.0,7072.0,1007.0,719.714,714.913,72.065,58.081,104.757,14.917,10.661,1.59,,,,,,,,,182047.0,14949.0,2.706,0.222,,,,,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244738,GBR,Europe,United Kingdom,2020-04-03,53178.0,4915.0,4165.857,8133.0,1061.0,805.143,787.718,72.805,61.708,120.473,15.716,11.926,1.55,,,,,,,,,222937.0,40890.0,3.314,0.608,,,,,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244739,GBR,Europe,United Kingdom,2020-04-04,57198.0,4020.0,4337.0,9280.0,1147.0,895.286,847.266,59.548,64.243,137.463,16.99,13.262,1.5,,,,,,,,,238836.0,15899.0,3.55,0.236,,,,,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244740,GBR,Europe,United Kingdom,2020-04-05,60792.0,3594.0,4442.286,10500.0,1220.0,985.857,900.503,53.237,65.803,155.535,18.072,14.603,1.46,,,,,,,,,251569.0,12733.0,3.739,0.189,,,,,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,1659.0005,0.89,58.07,24.739243
244741,GBR,Europe,United Kingdom,2020-04-06,66067.0,5275.0,4585.429,11670.0,1170.0,1051.429,978.641,78.138,67.923,172.866,17.331,15.575,1.41,,,,,,,,,265885.0,14316.0,3.952,0.213,,,,,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244742,GBR,Europe,United Kingdom,2020-04-07,71517.0,5450.0,4719.0,12963.0,1293.0,1117.429,1059.371,80.73,69.902,192.019,19.153,16.552,1.37,,,,,,,,,280304.0,14419.0,4.166,0.214,17876.0,0.266,0.2656,3.8,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244743,GBR,Europe,United Kingdom,2020-04-08,76646.0,5129.0,4749.714,14424.0,1461.0,1194.143,1135.346,75.975,70.357,213.661,21.642,17.689,1.33,2967.0,43.95,20740.0,307.219,,,,,296747.0,16443.0,4.411,0.244,18521.0,0.275,0.258,3.9,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244744,GBR,Europe,United Kingdom,2020-04-09,81498.0,4852.0,4747.857,15799.0,1375.0,1246.714,1207.218,71.872,70.329,234.028,20.368,18.467,1.3,,,,,,,,,315141.0,18394.0,4.684,0.273,19013.0,0.283,0.2511,4.0,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244745,GBR,Europe,United Kingdom,2020-04-10,85813.0,4315.0,4662.143,17118.0,1319.0,1283.571,1271.135,63.917,69.06,253.566,19.538,19.013,1.27,,,,,,,,,332925.0,17784.0,4.948,0.264,15713.0,0.234,0.2983,3.4,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
244746,GBR,Europe,United Kingdom,2020-04-11,89390.0,3577.0,4598.857,18483.0,1365.0,1314.714,1324.121,52.986,68.122,273.786,20.22,19.475,1.24,,,,,,,,,350575.0,17650.0,5.211,0.262,15963.0,0.237,0.2895,3.5,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
